source,source_id,name,aliases,raw_classes,piru_category,default_route,routes,units,dose_threshold,dose_light,dose_common,dose_strong,dose_heavy,onset,peak,total_duration,half_life_min,mechanism_summary,effects,indications,contraindications,regulatory_status,cas_no,chemical_formula,tags,sources_count,notes
medtap,5a8e1981564c99302a18bba9,Orphenadrine,Orphenadrine Citrate,Muscle Relaxant,Other,oral,oral,,,,,,,,,,,"Absorption Orphenadrine is almost completely absorbed in the gastrointestinal tract. Protein Binding 95% Metabolism Biotransformation occurs mainly in the liver. Pharmacologically active metabolites are N-demethyl orphenadrine and N,N-didemethyl orphenadrine. Half-life 13-20 hours",,"Indications & Usage Orphenadrine Citrate extended-release tablets are indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute painful musculoskeletal conditions.","Contraindications Orphenadrine Citrate extended-release tablets are contraindicated in patients with glaucoma, pyloric or duodenal obstruction, stenosing peptic ulcers, prostatic hypertrophy or obstruction of the bladder neck, cardio-spasm (mega-esophagus) and myasthenia gravis. Orphenadrine Citrate tablets are contraindicated in patients who have demonstrated a previous hypersensitivity to the d…",Rx,,,Muscle Relaxant,,
medtap,5a8e1981564c99302a18bbab,Arformoterol,Brovana,beta2-Adrenergic Agonist,Other,inhalation,inhalation,,,,,,,,,,,"Protein Binding The binding of arformoterol to human plasma proteins in vitro was 52-65% at concentrations of 0.25, 0.5 and 1.0 ng/mL of radiolabeled arformoterol. Metabolism Arformoterol was almost entirely metabolized following oral administration of 35 mcg of radiolabeled arformoterol in eight healthy subjects. Direct conjugation of arformoterol with glucuronic acid was the major metabolic pat…",,"Indications & Usage Brovana Inhalation Solution is a long-acting beta 2 -adrenergic agonist (beta 2 -agonist) indicated for: Long-term, twice daily (morning and evening) administration in the maintenance treatment of bronchoconstriction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. Important limitations of use: Brovana Inhalation Soluti…","Contraindications Brovana Inhalation Solution is contraindicated in patients with a history of hypersensitivity to arformoterol, racemic formoterol or to any other components of this product. All LABA, including Brovana Inhalation Solution, are contraindicated in patients with asthma without use of a long-term asthma control medication. Warnings And Precautions Do not initiate Brovana Inhalation …",Rx,,,beta2-Adrenergic Agonist,,
medtap,5a8e1981564c99302a18bbac,Dextromethorphan,"Topcare Cough Dm; Scot-tussin Diabetes Cough Formula With Dm; Healthy Accents Night Time Cough; dextromethorphan/doxylamine; Cough Control; Non-drowsy Formula Wal-tussin; Cough Dm; Tussin 12 Hr; Brompheniramine Maleate, Pseudoephedrine Hydrochloride, Dextromethorphan Hydrobromide; brompheniramine/pseudoephedrine/dextromethorphan; Tussin Dm Cough; Delsym (dextromethorphan); Leader Childrens Cough Dm; Silphen Dm Cough; Dextromethorphan Polistirex Extended Release; Q Tapp Cold And Cough; brompheniramine/dextromethorphan/pseudoephedrine; Promethazine Hydrochloride And Dextromethorphan Hydrobromide; dextromethorphan/promethazine; Abatuss Dmx; dexchlorpheniramine/dextromethorphan/pseudoephedrine",OTHER; Sigma-1 Agonist; Phenothiazine,Other,oral,oral,,,,,,,,,,,"Absorption Rapidly absorbed from the gastrointestinal tract. Metabolism Hepatic. Rapidly and extensively metabolized to dextrorphan (active metabolite). One well known metabolic catalyst involved is a specific cytochrome P450 enzyme known as 2D6, or CYP2D6. Half-life 3-6 hours",,Indications & Usage temporarily relieves cough due to minor throat and bronchial irritation as may occur with the common cold or inhaled irritants the impulse to cough to help you get to sleep,"Warnings Do not use if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. Allergy Alert: Contains sodium metabisulfite, a sul…",OTC,,,OTHER; Sigma-1 Agonist; Phenothiazine,,
medtap,5a8e1981564c99302a18bbb3,docusate/sennosides,Stimulant Laxative Plus Stool Softener; docusate/sennosides; Little Remedies Little Tummys Laxative Drops; sennosides; Colistat Plus; Senna- S; sennosides/docusate; Health Sense Senno,OTHER,Other,oral,oral,,,,,,,,,,,,,Indications & Usage for overnight relief from occasional constipation (irregularity) generally produces bowel movement in 6 to12 hours,"Warnings Do not use laxative products for longer than 1 week unless told to do so by a doctor if you are presently taking mineral oil, unless told to do so by a doctor Ask a doctor before use if you have stomach pain nausea vomiting noticed a sudden change in bowel habits that lasts over 2 weeks Stop use and ask a doctor if you have rectal bleeding or fail to have a bowel movement after use of a …",OTC,,,OTHER,,
medtap,5a8e1981564c99302a18bbae,Estradiol,Zovia 1/35e-28; ethynodiol; Elestrin; Delestrogen; Mimvey; estradiol/norethindrone; Climara,Estrogen; OTHER; Progestin,Other,oral,oral,,,,,,,,,,,"Absorption 43% Protein Binding > Metabolism Exogenous estrogens are metabolized using the same mechanism as endogenous estrogens. Estrogens are partially metabolized by cytochrome P450. Excretion Estradiol, estrone and estriol are excreted in the urine along with glucuronide and sulfate conjugates. Half-life 36 hours Pharmacokinetics Distribution The distribution of exogenous estrogens is similar…",,"Indications & Usage Estradiol tablets are indicated in the: 1. Treatment of moderate to severe vasomotor symptoms associated with the menopause. 2. Treatment of moderate to severe symptoms of vulvar and vaginal atrophy associated with the menopause. When prescribed solely for the treatment of symptoms of vulvar and vaginal atrophy, topical vaginal products should be considered. 3. Treatment of hy…","Contraindications Estrogens should not be used in individuals with any of the following conditions: 1. Undiagnosed abnormal genital bleeding. 2. Known, suspected, or history of cancer of the breast except in appropriately selected patients being treated for metastatic disease. 3. Known or suspected estrogen-dependent neoplasia. 4. Active deep vein thrombosis, pulmonary embolism or history of thes…",Rx,,,Estrogen; OTHER; Progestin,,
medtap,5a8e1981564c99302a18bbaa,"estrogens, conjugated","Premarin; estrogens, conjugated",Estrogen,Other,oral,oral,,,,,,,,,,,"Mechanism Of Action Endogenous estrogens are largely responsible for the development and maintenance of the female reproductive system and secondary sexual characteristics. Although circulating estrogens exist in a dynamic equilibrium of metabolic interconversions, estradiol is the principal intracellular human estrogen and is substantially more potent than its metabolites, estrone and estriol, a…",,"Indications & Usage Premarin is a mixture of estrogens indicated for: Treatment of Moderate to Severe Vasomotor Symptoms due to Menopause Treatment of Moderate to Severe Vulvar and Vaginal Atrophy due to Menopause Treatment of Hypoestrogenism due to Hypogonadism, Castration or Primary Ovarian Failure Treatment of Breast Cancer (for Palliation Only) in Appropriately Selected Women and Men with Met…","Contraindications Undiagnosed abnormal genital bleeding Known, suspected, or history of breast cancer except in appropriately selected patients being treated for metastatic diseases Known or suspected estrogen-dependent neoplasia Active DVT, PE, or a history of these conditions Active arterial thromboembolic disease (for example, stroke and MI), or a history of these conditions Known anaphylactic…",Rx,,,Estrogen,,
medtap,5a8e1981564c99302a18bbbe,calcium,Sour Stomach Relief; calcium; Antacid Relief; Orange Antacid Softchew; Careone Calcium Antacid; Calgest; Healthmart Calcium Antacid; Equate Ultra Strength Antacid; Regular Strength Antacid; aluminum/magnesium/dimethicone; Rolaids Ultra Strength Antacid Strawberry; calcium/magnesium; Select Brand Antacid Assorted Berries; Mylanta New Tonight Soothing Honey Chamomile; calcium/magnesium/dimethicone,OTHER,Other,oral,oral,,,,,,,,,,,,,Indications & Usage relieves: heartburn acid indigestion sour stomach upset stomach associated with these symptoms,Warnings Ask a doctor or pharmacist before use if you are taking a prescription drug. Antacids may interact with certain prescription drugs. When using this product do not take more than 7 tablets in 24 hours If pregnant do not take more than 5 tablets in 24 hours do not use the maximum dosage for more than 2 weeks except under the advice and supervision of a doctor.,OTC,,,OTHER,,
medtap,5a8e1981564c99302a18bbb0,dimethicone,Infants Gas Relief Drops; dimethicone; Topcare Gas Relief; Major Ultra Strength Gas Relief; Ultra Strength Gas Relief; Pluspharma; Rx Act Gas Relief; Premier Value Infants Gas Relief; Up And Up Extra Strength Gas Relief Chewables,OTHER,Other,oral,oral,,,,,,,,,,,,,Indications & Usage Relieves the discomfort of infant gas frequently caused by air swallowing or certain formulas or foods,"Warnings Keep out of reach of children. Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away at 1-800-222-1222. Quick medical attention is critical even if you do not notice any sign or symptoms",OTC,,,OTHER,,
medtap,5a8e1981564c99302a18bbb9,psyllium husk,Natural Fiber Therapy Natural Laxative; psyllium husk; Konsyl Naturally Sweetened Psyllium Fiber; Natural Daily Fiber; Reguloid,OTHER,Other,oral,oral,,,,,,,,,,,,,Indications & Usage effective in treating occasional constipation and restoring regularity,"Warnings Choking: Taking this product without adequate fluid may cause it to swell and block your throat or esophagus and may cause choking. Do not take this product if you have difficulty in swallowing. If you experience chest pain, vomiting, or difficulty in swallowing or breathing after taking this product, seek immediate medical attention. Allergy alert: This product may cause an allergic rea…",OTC,,,OTHER,,
medtap,5a8e1981564c99302a18bbb8,fluticasone,Up And Up Allergy Relief Nasal; fluticasone; Leader Allergy Relief Nasal; Allergy Nasal; Careone Fluticasone Propionate; Childrens 24 Hour Allergy Relief Nasal,OTHER,Other,insufflation,insufflation,,,,,,,,,,,,,"Indications & Usage Temporarily relieves these symptoms of hay fever or other upper respiratory allergies: nasal congestion runny nose sneezing itchy nose itchy, watery eyes",Warnings Only for use in the nose. Do not spray into your eyes or mouth.,OTC,,,OTHER,,
